Gene.stable.ID	Chromosome.scaffold.name	Karyotype.band	HGNC.symbol	chr.arm
ENSG00000065559	17	p12	MAP2K4	17p
ENSG00000006695	17	p12	COX10	17p
ENSG00000161970	17	p13.1	RPL26	17p
ENSG00000132507	17	p13.1	EIF5A	17p
ENSG00000161960	17	p13.1	EIF4A1	17p
ENSG00000129235	17	p13.1	TXNDC17	17p
ENSG00000170043	17	p13.1	TRAPPC1	17p
ENSG00000175826	17	p13.1	CTDNEP1	17p
ENSG00000183011	17	p13.1	NAA38	17p
ENSG00000072778	17	p13.1	ACADVL	17p
ENSG00000170291	17	p13.1	ELP5	17p
ENSG00000181885	17	p13.1	CLDN7	17p
ENSG00000178999	17	p13.1	AURKB	17p
ENSG00000141504	17	p13.1	SAT2	17p
ENSG00000181222	17	p13.1	POLR2A	17p
ENSG00000220205	17	p13.1	VAMP2	17p
ENSG00000129255	17	p13.1	MPDU1	17p
ENSG00000170004	17	p13.1	CHD3	17p
ENSG00000108961	17	p13.1	RANGRF	17p
ENSG00000040633	17	p13.1	PHF23	17p
ENSG00000129226	17	p13.1	CD68	17p
ENSG00000141510	17	p13.1	TP53	17p
ENSG00000108590	17	p13.1	MED31	17p
ENSG00000170310	17	p13.1	STX8	17p
ENSG00000179029	17	p13.1	TMEM107	17p
ENSG00000133028	17	p13.1	SCO1	17p
ENSG00000133026	17	p13.1	MYH10	17p
ENSG00000129245	17	p13.1	FXR2	17p
ENSG00000132522	17	p13.1	GPS2	17p
ENSG00000004975	17	p13.1	DVL2	17p
ENSG00000129194	17	p13.1	SOX15	17p
ENSG00000166579	17	p13.1	NDEL1	17p
ENSG00000170296	17	p13.1	GABARAP	17p
ENSG00000132510	17	p13.1	KDM6B	17p
ENSG00000178921	17	p13.1	PFAS	17p
ENSG00000108518	17	p13.2	PFN1	17p
ENSG00000108561	17	p13.2	C1QBP	17p
ENSG00000142507	17	p13.2	PSMB6	17p
ENSG00000127774	17	p13.2	EMC6	17p
ENSG00000083457	17	p13.2	ITGAE	17p
ENSG00000213977	17	p13.2	TAX1BP3	17p
ENSG00000108523	17	p13.2	RNF167	17p
ENSG00000108528	17	p13.2	SLC25A11	17p
ENSG00000029725	17	p13.2	RABEP1	17p
ENSG00000091640	17	p13.2	SPAG7	17p
ENSG00000129197	17	p13.2	RPAIN	17p
ENSG00000129250	17	p13.2	KIF1C	17p
ENSG00000072849	17	p13.2	DERL2	17p
ENSG00000132388	17	p13.2	UBE2G1	17p
ENSG00000141456	17	p13.2	PELP1	17p
ENSG00000005100	17	p13.2	DHX33	17p
ENSG00000161921	17	p13.2	CXCL16	17p
ENSG00000132382	17	p13.2	MYBBP1A	17p
ENSG00000141480	17	p13.2	ARRB2	17p
ENSG00000161920	17	p13.2	MED11	17p
ENSG00000108559	17	p13.2	NUP88	17p
ENSG00000167740	17	p13.2	CYB5D2	17p
ENSG00000167842	17	p13.2	MIS12	17p
ENSG00000185722	17	p13.2	ANKFY1	17p
ENSG00000141503	17	p13.2	MINK1	17p
ENSG00000108953	17	p13.3	YWHAE	17p
ENSG00000007168	17	p13.3	PAFAH1B1	17p
ENSG00000197879	17	p13.3	MYO1C	17p
ENSG00000167193	17	p13.3	CRK	17p
ENSG00000177370	17	p13.3	TIMM22	17p
ENSG00000236618	17	p13.3	PITPNA-AS1	17p
ENSG00000174238	17	p13.3	PITPNA	17p
ENSG00000174231	17	p13.3	PRPF8	17p
ENSG00000167721	17	p13.3	TSR1	17p
ENSG00000132383	17	p13.3	RPA1	17p
ENSG00000167699	17	p13.3	GLOD4	17p
ENSG00000167693	17	p13.3	NXN	17p
ENSG00000167695	17	p13.3	FAM57A	17p
ENSG00000141252	17	p13.3	VPS53	17p
ENSG00000127804	17	p13.3	METTL16	17p
ENSG00000167705	17	p13.3	RILP	17p
ENSG00000070366	17	p13.3	SMG6	17p
ENSG00000159842	17	p13.3	ABR	17p
ENSG00000179409	17	p13.3	GEMIN4	17p
ENSG00000186594	17	p13.3	MIR22HG	17p
ENSG00000186532	17	p13.3	SMYD4	17p
ENSG00000109046	17	q11.1	WSB1	17q
ENSG00000198242	17	q11.2	RPL23A	17q
ENSG00000109113	17	q11.2	RAB34	17q
ENSG00000004142	17	q11.2	POLDIP2	17q
ENSG00000108671	17	q11.2	PSMD11	17q
ENSG00000010244	17	q11.2	ZNF207	17q
ENSG00000076604	17	q11.2	TRAF4	17q
ENSG00000178691	17	q11.2	SUZ12	17q
ENSG00000109083	17	q11.2	IFT20	17q
ENSG00000126653	17	q11.2	NSRP1	17q
ENSG00000109084	17	q11.2	TMEM97	17q
ENSG00000167543	17	q11.2	TP53I13	17q
ENSG00000108256	17	q11.2	NUFIP2	17q
ENSG00000141298	17	q11.2	SSH2	17q
ENSG00000132581	17	q11.2	SDF2	17q
ENSG00000109111	17	q11.2	SUPT6H	17q
ENSG00000160551	17	q11.2	TAOK1	17q
ENSG00000108587	17	q11.2	GOSR1	17q
ENSG00000160606	17	q11.2	TLCD1	17q
ENSG00000109079	17	q11.2	TNFAIP1	17q
ENSG00000196712	17	q11.2	NF1	17q
ENSG00000176208	17	q11.2	ATAD5	17q
ENSG00000132591	17	q11.2	ERAL1	17q
ENSG00000087111	17	q11.2	PIGS	17q
ENSG00000132589	17	q11.2	FLOT2	17q
ENSG00000109103	17	q11.2	UNC119	17q
ENSG00000006042	17	q11.2	TMEM98	17q
ENSG00000108262	17	q11.2	GIT1	17q
ENSG00000244045	17	q11.2	TMEM199	17q
ENSG00000108651	17	q11.2	UTP6	17q
ENSG00000007202	17	q11.2	KIAA0100	17q
ENSG00000181481	17	q11.2	RNF135	17q
ENSG00000108578	17	q11.2	BLMH	17q
ENSG00000173065	17	q11.2	FAM222B	17q
ENSG00000126858	17	q11.2	RHOT1	17q
ENSG00000108582	17	q11.2	CPD	17q
ENSG00000108666	17	q11.2	C17orf75	17q
ENSG00000109118	17	q11.2	PHF12	17q
ENSG00000076382	17	q11.2	SPAG5	17q
ENSG00000108298	17	q12	RPL19	17q
ENSG00000125691	17	q12	RPL23	17q
ENSG00000277791	17	q12	PSMB3	17q
ENSG00000141741	17	q12	MIEN1	17q
ENSG00000277972	17	q12	CISD3	17q
ENSG00000006125	17	q12	AP2B1	17q
ENSG00000167258	17	q12	CDK12	17q
ENSG00000108691	17	q12	CCL2	17q
ENSG00000002834	17	q12	LASP1	17q
ENSG00000278311	17	q12	GGNBP2	17q
ENSG00000270647	17	q12	TAF15	17q
ENSG00000273611	17	q12	ZNHIT3	17q
ENSG00000276023	17	q12	DUSP14	17q
ENSG00000278053	17	q12	DDX52	17q
ENSG00000275700	17	q12	AATF	17q
ENSG00000278259	17	q12	MYO19	17q
ENSG00000131748	17	q12	STARD3	17q
ENSG00000278845	17	q12	MRPL45	17q
ENSG00000277258	17	q12	PCGF2	17q
ENSG00000141736	17	q12	ERBB2	17q
ENSG00000125686	17	q12	MED1	17q
ENSG00000273559	17	q12	CWC25	17q
ENSG00000275066	17	q12	SYNRG	17q
ENSG00000278540	17	q12	ACACA	17q
ENSG00000275023	17	q12	MLLT6	17q
ENSG00000073536	17	q12	NLE1	17q
ENSG00000278535	17	q12	DHRS11	17q
ENSG00000166750	17	q12	SLFN5	17q
ENSG00000198783	17	q12	ZNF830	17q
ENSG00000277161	17	q12	PIGW	17q
ENSG00000273706	17	q12	LHX1	17q
ENSG00000141738	17	q12	GRB7	17q
ENSG00000108344	17	q21.1	PSMD3	17q
ENSG00000108349	17	q21.1	CASC3	17q
ENSG00000188895	17	q21.1	MSL1	17q
ENSG00000008838	17	q21.1	MED24	17q
ENSG00000126351	17	q21.1	THRA	17q
ENSG00000172057	17	q21.1	ORMDL3	17q
ENSG00000173812	17	q21.2	EIF1	17q
ENSG00000171345	17	q21.2	KRT19	17q
ENSG00000186395	17	q21.2	KRT10	17q
ENSG00000108774	17	q21.2	RAB5C	17q
ENSG00000186847	17	q21.2	KRT14	17q
ENSG00000131747	17	q21.2	TOP2A	17q
ENSG00000183978	17	q21.2	COA3	17q
ENSG00000141753	17	q21.2	IGFBP4	17q
ENSG00000128422	17	q21.2	KRT17	17q
ENSG00000131462	17	q21.2	TUBG1	17q
ENSG00000168259	17	q21.2	DNAJC7	17q
ENSG00000131475	17	q21.2	VPS25	17q
ENSG00000073584	17	q21.2	SMARCE1	17q
ENSG00000068120	17	q21.2	COASY	17q
ENSG00000173801	17	q21.2	JUP	17q
ENSG00000131473	17	q21.2	ACLY	17q
ENSG00000168610	17	q21.2	STAT3	17q
ENSG00000167920	17	q21.2	TMEM99	17q
ENSG00000173786	17	q21.2	CNP	17q
ENSG00000141756	17	q21.2	FKBP10	17q
ENSG00000108788	17	q21.2	MLX	17q
ENSG00000094804	17	q21.2	CDC6	17q
ENSG00000131470	17	q21.2	PSMC3IP	17q
ENSG00000168256	17	q21.2	NKIRAS2	17q
ENSG00000171475	17	q21.2	WIPF2	17q
ENSG00000171346	17	q21.2	KRT15	17q
ENSG00000171401	17	q21.2	KRT13	17q
ENSG00000108773	17	q21.2	KAT2A	17q
ENSG00000033627	17	q21.2	ATP6V0A1	17q
ENSG00000108786	17	q21.2	HSD17B1	17q
ENSG00000212724	17	q21.2	KRTAP2-3	17q
ENSG00000108244	17	q21.2	KRT23	17q
ENSG00000131746	17	q21.2	TNS4	17q
ENSG00000186832	17	q21.2	KRT16	17q
ENSG00000131469	17	q21.31	RPL27	17q
ENSG00000013306	17	q21.31	SLC25A39	17q
ENSG00000161654	17	q21.31	LSM12	17q
ENSG00000131467	17	q21.31	PSME3	17q
ENSG00000030582	17	q21.31	GRN	17q
ENSG00000136448	17	q21.31	NMT1	17q
ENSG00000108312	17	q21.31	UBTF	17q
ENSG00000108828	17	q21.31	VAT1	17q
ENSG00000126581	17	q21.31	BECN1	17q
ENSG00000141349	17	q21.31	G6PC3	17q
ENSG00000108883	17	q21.31	EFTUD2	17q
ENSG00000175832	17	q21.31	ETV4	17q
ENSG00000186566	17	q21.31	GPATCH8	17q
ENSG00000108861	17	q21.31	DUSP3	17q
ENSG00000180329	17	q21.31	CCDC43	17q
ENSG00000012048	17	q21.31	BRCA1	17q
ENSG00000131094	17	q21.31	C1QL1	17q
ENSG00000068079	17	q21.31	IFI35	17q
ENSG00000186834	17	q21.31	HEXIM1	17q
ENSG00000161714	17	q21.31	PLCD3	17q
ENSG00000091947	17	q21.31	TMEM101	17q
ENSG00000168591	17	q21.31	TMUB2	17q
ENSG00000120071	17	q21.31	KANSL1	17q
ENSG00000182963	17	q21.31	GJC1	17q
ENSG00000188554	17	q21.31	NBR1	17q
ENSG00000175906	17	q21.31	ARL4D	17q
ENSG00000067596	17	q21.31	DHX8	17q
ENSG00000073969	17	q21.31	NSF	17q
ENSG00000159314	17	q21.31	ARHGAP27	17q
ENSG00000198863	17	q21.31	RUNDC1	17q
ENSG00000266967	17	q21.31	AARSD1	17q
ENSG00000159210	17	q21.32	SNF8	17q
ENSG00000108424	17	q21.32	KPNB1	17q
ENSG00000108468	17	q21.32	CBX1	17q
ENSG00000260027	17	q21.32	HOXB7	17q
ENSG00000159202	17	q21.32	UBE2Z	17q
ENSG00000004897	17	q21.32	CDC27	17q
ENSG00000082641	17	q21.32	NFE2L1	17q
ENSG00000108433	17	q21.32	GOSR2	17q
ENSG00000159111	17	q21.32	MRPL10	17q
ENSG00000141279	17	q21.32	NPEPPS	17q
ENSG00000136436	17	q21.32	CALCOCO2	17q
ENSG00000108465	17	q21.32	CDK5RAP3	17q
ENSG00000005243	17	q21.32	COPZ2	17q
ENSG00000173917	17	q21.32	HOXB2	17q
ENSG00000108439	17	q21.32	PNPO	17q
ENSG00000159217	17	q21.32	IGF2BP1	17q
ENSG00000141295	17	q21.32	SCRN2	17q
ENSG00000182742	17	q21.32	HOXB4	17q
ENSG00000239672	17	q21.33	NME1	17q
ENSG00000167085	17	q21.33	PHB	17q
ENSG00000108829	17	q21.33	LRRC59	17q
ENSG00000108826	17	q21.33	MRPL27	17q
ENSG00000108848	17	q21.33	LUC7L3	17q
ENSG00000108821	17	q21.33	COL1A1	17q
ENSG00000121073	17	q21.33	SLC35B1	17q
ENSG00000005884	17	q21.33	ITGA3	17q
ENSG00000008294	17	q21.33	SPAG9	17q
ENSG00000011260	17	q21.33	UTP18	17q
ENSG00000108846	17	q21.33	ABCC3	17q
ENSG00000121067	17	q21.33	SPOP	17q
ENSG00000154945	17	q21.33	ANKRD40	17q
ENSG00000011052	17	q21.33	NME1-NME2	17q
ENSG00000141232	17	q21.33	TOB1	17q
ENSG00000243678	17	q21.33	NME2	17q
ENSG00000198740	17	q21.33	ZNF652	17q
ENSG00000006282	17	q21.33	SPATA20	17q
ENSG00000005882	17	q21.33	PDK2	17q
ENSG00000136504	17	q21.33	KAT7	17q
ENSG00000136444	17	q21.33	RSAD1	17q
ENSG00000108819	17	q21.33	PPP1R9B	17q
ENSG00000182628	17	q22	SKA2	17q
ENSG00000213246	17	q22	SUPT4H1	17q
ENSG00000136450	17	q22	SRSF1	17q
ENSG00000181610	17	q22	MRPS23	17q
ENSG00000264364	17	q22	DYNLL2	17q
ENSG00000068489	17	q22	PRR11	17q
ENSG00000108384	17	q22	RAD51C	17q
ENSG00000166260	17	q22	COX11	17q
ENSG00000121058	17	q22	COIL	17q
ENSG00000153944	17	q22	MSI2	17q
ENSG00000108395	17	q22	TRIM37	17q
ENSG00000136451	17	q22	VEZF1	17q
ENSG00000121057	17	q22	AKAP1	17q
ENSG00000121060	17	q22	TRIM25	17q
ENSG00000108960	17	q22	MMD	17q
ENSG00000180891	17	q22	CUEDC1	17q
ENSG00000141198	17	q22	TOM1L1	17q
ENSG00000108389	17	q22	MTMR4	17q
ENSG00000121064	17	q22	SCPEP1	17q
ENSG00000062716	17	q23.1	VMP1	17q
ENSG00000141367	17	q23.1	CLTC	17q
ENSG00000108443	17	q23.1	RPS6KB1	17q
ENSG00000141378	17	q23.1	PTRH2	17q
ENSG00000108406	17	q23.1	DHX40	17q
ENSG00000146872	17	q23.2	TLK2	17q
ENSG00000141376	17	q23.2	BCAS3	17q
ENSG00000108510	17	q23.2	MED13	17q
ENSG00000087995	17	q23.2	METTL2A	17q
ENSG00000170921	17	q23.2	TANC2	17q
ENSG00000062725	17	q23.2	APPBP2	17q
ENSG00000170832	17	q23.2	USP32	17q
ENSG00000087191	17	q23.3	PSMC5	17q
ENSG00000108654	17	q23.3	DDX5	17q
ENSG00000136485	17	q23.3	DCAF7	17q
ENSG00000108588	17	q23.3	CCDC47	17q
ENSG00000198231	17	q23.3	DDX42	17q
ENSG00000136463	17	q23.3	TACO1	17q
ENSG00000108604	17	q23.3	SMARCD2	17q
ENSG00000008283	17	q23.3	CYB561	17q
ENSG00000108592	17	q23.3	FTSJ3	17q
ENSG00000136490	17	q23.3	LIMD2	17q
ENSG00000258890	17	q23.3	CEP95	17q
ENSG00000108854	17	q24.1	SMURF2	17q
ENSG00000120063	17	q24.1	GNA13	17q
ENSG00000182481	17	q24.2	KPNA2	17q
ENSG00000171634	17	q24.2	BPTF	17q
ENSG00000197170	17	q24.2	PSMD12	17q
ENSG00000196704	17	q24.2	AMZ2	17q
ENSG00000108946	17	q24.2	PRKAR1A	17q
ENSG00000154229	17	q24.2	PRKCA	17q
ENSG00000130935	17	q24.2	NOL11	17q
ENSG00000186665	17	q24.2	C17orf58	17q
ENSG00000198265	17	q24.2	HELZ	17q
ENSG00000070540	17	q24.2	WIPI1	17q
ENSG00000154217	17	q24.2	PITPNC1	17q
ENSG00000125398	17	q24.3	SOX9	17q
ENSG00000227036	17	q24.3	LINC00511	17q
ENSG00000172809	17	q25.1	RPL38	17q
ENSG00000132475	17	q25.1	H3F3B	17q
ENSG00000188612	17	q25.1	SUMO2	17q
ENSG00000161547	17	q25.1	SRSF2	17q
ENSG00000125445	17	q25.1	MRPS7	17q
ENSG00000125458	17	q25.1	NT5C	17q
ENSG00000177885	17	q25.1	GRB2	17q
ENSG00000109062	17	q25.1	SLC9A3R1	17q
ENSG00000176170	17	q25.1	SPHK1	17q
ENSG00000133193	17	q25.1	FAM104A	17q
ENSG00000181038	17	q25.1	METTL23	17q
ENSG00000257949	17	q25.1	TEN1	17q
ENSG00000132470	17	q25.1	ITGB4	17q
ENSG00000161526	17	q25.1	SAP30BP	17q
ENSG00000132471	17	q25.1	WBP2	17q
ENSG00000161542	17	q25.1	PRPSAP1	17q
ENSG00000182473	17	q25.1	EXOC7	17q
ENSG00000167881	17	q25.1	SRP68	17q
ENSG00000125457	17	q25.1	MIF4GD	17q
ENSG00000073350	17	q25.1	LLGL2	17q
ENSG00000182534	17	q25.1	MXRA7	17q
ENSG00000108479	17	q25.1	GALK1	17q
ENSG00000182173	17	q25.1	TSEN54	17q
ENSG00000125454	17	q25.1	SLC25A19	17q
ENSG00000132481	17	q25.1	TRIM47	17q
ENSG00000132478	17	q25.1	UNK	17q
ENSG00000070495	17	q25.1	JMJD6	17q
ENSG00000109065	17	q25.1	NAT9	17q
ENSG00000161513	17	q25.1	FDXR	17q
ENSG00000179604	17	q25.1	CDC42EP4	17q
ENSG00000175931	17	q25.1	UBE2O	17q
ENSG00000125450	17	q25.1	NUP85	17q
ENSG00000092931	17	q25.1	MFSD11	17q
ENSG00000161544	17	q25.1	CYGB	17q
ENSG00000109089	17	q25.1	CDR2L	17q
ENSG00000161533	17	q25.1	ACOX1	17q
ENSG00000092929	17	q25.1	UNC13D	17q
ENSG00000129667	17	q25.1	RHBDF2	17q
ENSG00000129657	17	q25.2	SEC14L1	17q
ENSG00000184009	17	q25.3	ACTG1	17q
ENSG00000141552	17	q25.3	ANAPC11	17q
ENSG00000262814	17	q25.3	MRPL12	17q
ENSG00000185624	17	q25.3	P4HB	17q
ENSG00000089685	17	q25.3	BIRC5	17q
ENSG00000141522	17	q25.3	ARHGDIA	17q
ENSG00000169738	17	q25.3	DCXR	17q
ENSG00000167900	17	q25.3	TK1	17q
ENSG00000108639	17	q25.3	SYNGR2	17q
ENSG00000141526	17	q25.3	SLC16A3	17q
ENSG00000184640	17	q25.3	SEPT9	17q
ENSG00000169718	17	q25.3	DUS1L	17q
ENSG00000183010	17	q25.3	PYCR1	17q
ENSG00000169727	17	q25.3	GPS1	17q
ENSG00000204237	17	q25.3	OXLD1	17q
ENSG00000185298	17	q25.3	CCDC137	17q
ENSG00000185359	17	q25.3	HGS	17q
ENSG00000214087	17	q25.3	ARL16	17q
ENSG00000108679	17	q25.3	LGALS3BP	17q
ENSG00000183684	17	q25.3	ALYREF	17q
ENSG00000169750	17	q25.3	RAC3	17q
ENSG00000141551	17	q25.3	CSNK1D	17q
ENSG00000173821	17	q25.3	RNF213	17q
ENSG00000169710	17	q25.3	FASN	17q
ENSG00000141562	17	q25.3	NARF	17q
ENSG00000035862	17	q25.3	TIMP2	17q
ENSG00000197063	17	q25.3	MAFG	17q
ENSG00000182446	17	q25.3	NPLOC4	17q
ENSG00000141543	17	q25.3	EIF4A3	17q
ENSG00000171302	17	q25.3	CANT1	17q
ENSG00000187531	17	q25.3	SIRT7	17q
ENSG00000169696	17	q25.3	ASPSCR1	17q
ENSG00000176155	17	q25.3	CCDC57	17q
ENSG00000173818	17	q25.3	ENDOV	17q
ENSG00000175866	17	q25.3	BAIAP2	17q
ENSG00000185813	17	q25.3	PCYT2	17q
ENSG00000055483	17	q25.3	USP36	17q
ENSG00000141560	17	q25.3	FN3KRP	17q
ENSG00000176108	17	q25.3	CHMP6	17q
ENSG00000157637	17	q25.3	SLC38A10	17q
ENSG00000169683	17	q25.3	LRRC45	17q
ENSG00000141524	17	q25.3	TMC6	17q
ENSG00000167291	17	q25.3	TBC1D16	17q
ENSG00000141568	17	q25.3	FOXK2	17q
ENSG00000183077	17	q25.3	AFMID	17q
ENSG00000141542	17	q25.3	RAB40B	17q
ENSG00000184557	17	q25.3	SOCS3	17q
ENSG00000141556	17	q25.3	TBCD	17q
ENSG00000169733	17	q25.3	RFNG	17q
ENSG00000171298	17	q25.3	GAA	17q
ENSG00000141582	17	q25.3	CBX4	17q
ENSG00000176014	18	p11.21	TUBB6	18p
ENSG00000141385	18	p11.21	AFG3L2	18p
ENSG00000128789	18	p11.21	PSMG2	18p
ENSG00000141401	18	p11.21	IMPA2	18p
ENSG00000101654	18	p11.21	RNMT	18p
ENSG00000175354	18	p11.21	PTPN2	18p
ENSG00000177150	18	p11.21	FAM210A	18p
ENSG00000085415	18	p11.21	SEH1L	18p
ENSG00000255112	18	p11.21	CHMP1B	18p
ENSG00000154889	18	p11.21	MPPE1	18p
ENSG00000134278	18	p11.21	SPIRE1	18p
ENSG00000178127	18	p11.22	NDUFV2	18p
ENSG00000101558	18	p11.22	VAPA	18p
ENSG00000017797	18	p11.22	RALBP1	18p
ENSG00000168461	18	p11.22	RAB31	18p
ENSG00000101745	18	p11.22	ANKRD12	18p
ENSG00000134265	18	p11.22	NAPG	18p
ENSG00000154845	18	p11.22	PPP4R1	18p
ENSG00000128791	18	p11.22	TWSG1	18p
ENSG00000118680	18	p11.31	MYL12B	18p
ENSG00000101608	18	p11.31	MYL12A	18p
ENSG00000177426	18	p11.31	TGIF1	18p
ENSG00000263753	18	p11.31	LINC00667	18p
ENSG00000101577	18	p11.31	LPIN2	18p
ENSG00000177337	18	p11.31	DLGAP1-AS1	18p
ENSG00000176890	18	p11.32	TYMS	18p
ENSG00000101557	18	p11.32	USP14	18p
ENSG00000101596	18	p11.32	SMCHD1	18p
ENSG00000176105	18	p11.32	YES1	18p
ENSG00000132199	18	p11.32	ENOSF1	18p
ENSG00000080986	18	p11.32	NDC80	18p
ENSG00000079134	18	p11.32	THOC1	18p
ENSG00000101574	18	p11.32	METTL4	18p
ENSG00000067900	18	q11.1	ROCK1	18q
ENSG00000167088	18	q11.2	SNRPD1	18q
ENSG00000101773	18	q11.2	RBBP8	18q
ENSG00000101782	18	q11.2	RIOK3	18q
ENSG00000141447	18	q11.2	OSBPL1A	18q
ENSG00000053747	18	q11.2	LAMA3	18q
ENSG00000168234	18	q11.2	TTC39C	18q
ENSG00000154059	18	q11.2	IMPACT	18q
ENSG00000141446	18	q11.2	ESCO1	18q
ENSG00000134504	18	q11.2	KCTD1	18q
ENSG00000101752	18	q11.2	MIB1	18q
ENSG00000158201	18	q11.2	ABHD3	18q
ENSG00000141380	18	q11.2	SS18	18q
ENSG00000046604	18	q12.1	DSG2	18q
ENSG00000170558	18	q12.1	CDH2	18q
ENSG00000134755	18	q12.1	DSC2	18q
ENSG00000134758	18	q12.1	RNF138	18q
ENSG00000134779	18	q12.2	TPGS2	18q
ENSG00000141429	18	q12.2	GALNT1	18q
ENSG00000141424	18	q12.2	SLC39A6	18q
ENSG00000153391	18	q12.2	INO80C	18q
ENSG00000172466	18	q12.2	ZNF24	18q
ENSG00000141425	18	q12.2	RPRD1A	18q
ENSG00000141428	18	q12.2	C18orf21	18q
ENSG00000134759	18	q12.2	ELP2	18q
ENSG00000265681	18	q21.1	RPL17	18q
ENSG00000152240	18	q21.1	HAUS1	18q
ENSG00000167315	18	q21.1	ACAA2	18q
ENSG00000175387	18	q21.1	SMAD2	18q
ENSG00000154839	18	q21.1	SKA1	18q
ENSG00000141644	18	q21.1	MBD1	18q
ENSG00000154832	18	q21.1	CXXC1	18q
ENSG00000167220	18	q21.1	HDHD2	18q
ENSG00000167306	18	q21.1	MYO5B	18q
ENSG00000078043	18	q21.1	PIAS2	18q
ENSG00000141627	18	q21.1	DYM	18q
ENSG00000134046	18	q21.2	MBD2	18q
ENSG00000082212	18	q21.2	ME2	18q
ENSG00000196628	18	q21.2	TCF4	18q
ENSG00000141646	18	q21.2	SMAD4	18q
ENSG00000091164	18	q21.31	TXNL1	18q
ENSG00000134440	18	q21.31	NARS	18q
ENSG00000049759	18	q21.31	NEDD4L	18q
ENSG00000119547	18	q21.31	ONECUT2	18q
ENSG00000081923	18	q21.31	ATP8B1	18q
ENSG00000166562	18	q21.32	SEC11C	18q
ENSG00000074695	18	q21.32	LMAN1	18q
ENSG00000141682	18	q21.32	PMAIP1	18q
ENSG00000172175	18	q21.32	MALT1	18q
ENSG00000119537	18	q21.33	KDSR	18q
ENSG00000119541	18	q21.33	VPS4B	18q
ENSG00000206075	18	q21.33	SERPINB5	18q
ENSG00000171451	18	q22.1	DSEL	18q
ENSG00000166479	18	q22.1	TMX3	18q
ENSG00000170677	18	q22.2	SOCS6	18q
ENSG00000166347	18	q22.3	CYB5A	18q
ENSG00000133313	18	q22.3	CNDP2	18q
ENSG00000075336	18	q22.3	TIMM21	18q
ENSG00000180011	18	q22.3	ZADH2	18q
ENSG00000141759	18	q23	TXNL4A	18q
ENSG00000226742	18	q23	HSBP1L1	18q
ENSG00000101546	18	q23	RBFA	18q
ENSG00000197971	18	q23	MBP	18q
ENSG00000122490	18	q23	PQLC1	18q
ENSG00000101544	18	q23	ADNP2	18q
ENSG00000213988	19	p12	ZNF90	19p
ENSG00000160352	19	p12	ZNF714	19p
ENSG00000105640	19	p13.11	RPL18A	19p
ENSG00000221983	19	p13.11	UBA52	19p
ENSG00000130520	19	p13.11	LSM4	19p
ENSG00000105669	19	p13.11	COPE	19p
ENSG00000105701	19	p13.11	FKBP8	19p
ENSG00000105700	19	p13.11	KXD1	19p
ENSG00000007080	19	p13.11	CCDC124	19p
ENSG00000130313	19	p13.11	PGLS	19p
ENSG00000186010	19	p13.11	NDUFA13	19p
ENSG00000130312	19	p13.11	MRPL34	19p
ENSG00000105393	19	p13.11	BABAM1	19p
ENSG00000160113	19	p13.11	NR2F6	19p
ENSG00000051128	19	p13.11	HOMER3	19p
ENSG00000130311	19	p13.11	DDA1	19p
ENSG00000105058	19	p13.11	FAM32A	19p
ENSG00000130303	19	p13.11	BST2	19p
ENSG00000130511	19	p13.11	SSBP4	19p
ENSG00000167461	19	p13.11	RAB8A	19p
ENSG00000064490	19	p13.11	RFXANK	19p
ENSG00000130513	19	p13.11	GDF15	19p
ENSG00000053501	19	p13.11	USE1	19p
ENSG00000105671	19	p13.11	DDX49	19p
ENSG00000184162	19	p13.11	NR2C2AP	19p
ENSG00000167491	19	p13.11	GATAD2A	19p
ENSG00000072958	19	p13.11	AP1M1	19p
ENSG00000127526	19	p13.11	SLC35E1	19p
ENSG00000105676	19	p13.11	ARMC6	19p
ENSG00000064607	19	p13.11	SUGP2	19p
ENSG00000130522	19	p13.11	JUND	19p
ENSG00000085872	19	p13.11	CHERP	19p
ENSG00000099331	19	p13.11	MYO9B	19p
ENSG00000105655	19	p13.11	ISYNA1	19p
ENSG00000005007	19	p13.11	UPF1	19p
ENSG00000254858	19	p13.11	MPV17L2	19p
ENSG00000130299	19	p13.11	GTPBP3	19p
ENSG00000099330	19	p13.11	OCEL1	19p
ENSG00000131351	19	p13.11	HAUS8	19p
ENSG00000127511	19	p13.11	SIN3B	19p
ENSG00000130479	19	p13.11	MAP1S	19p
ENSG00000064545	19	p13.11	TMEM161A	19p
ENSG00000127220	19	p13.11	ABHD8	19p
ENSG00000105726	19	p13.11	ATP13A1	19p
ENSG00000127527	19	p13.11	EPS15L1	19p
ENSG00000130475	19	p13.11	FCHO1	19p
ENSG00000099795	19	p13.12	NDUFB7	19p
ENSG00000167460	19	p13.12	TPM4	19p
ENSG00000123159	19	p13.12	GIPC1	19p
ENSG00000141867	19	p13.12	BRD4	19p
ENSG00000099797	19	p13.12	TECR	19p
ENSG00000132002	19	p13.12	DNAJB1	19p
ENSG00000123136	19	p13.12	DDX39A	19p
ENSG00000123143	19	p13.12	PKN1	19p
ENSG00000105011	19	p13.12	ASF1B	19p
ENSG00000011451	19	p13.12	WIZ	19p
ENSG00000141858	19	p13.12	SAMD1	19p
ENSG00000011243	19	p13.12	AKAP8L	19p
ENSG00000105135	19	p13.12	ILVBL	19p
